timestamp,gpx_lon,gpx_lat,gps_lon,gps_lat,air_lon,air_lat,fnl_lon,fnl_lat,type_mask,mlt_mask,date,stay_point_x,stay_point_y,stay_status,move_id,outlier,time_minute,time_hour,time_date
1637295453.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,,,0.0,6,1.0,17.0,12.0,19.0
1637295513.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,,,0.0,6,1.0,18.0,12.0,19.0
1637295573.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,,,0.0,6,1.0,19.0,12.0,19.0
1637295633.0,,,114.1292576,22.2806829,,,114.1292576,22.2806829,log,sing,19,,,0.0,6,1.0,20.0,12.0,19.0
1637295693.0,,,114.1288861,22.2820784,,,114.1288861,22.2820784,log,sing,19,,,0.0,6,1.0,21.0,12.0,19.0
1637295753.0,,,114.1288861,22.2820784,,,114.1288861,22.2820784,log,sing,19,,,0.0,6,1.0,22.0,12.0,19.0
1637295813.0,,,114.1288861,22.2824857,,,114.1288861,22.2824857,log,sing,19,,,0.0,6,1.0,23.0,12.0,19.0
1637295873.0,,,114.1292576,22.2830666,,,114.1292576,22.2830666,log,sing,19,,,0.0,6,1.0,24.0,12.0,19.0
1637295933.0,,,114.1303724,22.282601,,,114.1303724,22.282601,log,sing,19,,,0.0,6,1.0,25.0,12.0,19.0
1637295993.0,,,114.130744,22.2838796,,,114.130744,22.2838796,log,sing,19,,,0.0,6,1.0,26.0,12.0,19.0
1637296054.0,,,114.1318588,22.2857976,,,114.1318588,22.2857976,log,sing,19,,,0.0,6,1.0,27.0,12.0,19.0
1637296114.0,,,114.1318588,22.2857976,,,114.1318588,22.2857976,log,sing,19,,,0.0,6,1.0,28.0,12.0,19.0
1637296162.0,,,114.1300008,22.2829498,,,114.1300008,22.2829498,log,sing,19,,,0.0,6,1.0,29.0,12.0,19.0
1637296222.0,,,114.1292576,22.2829498,,,114.1292576,22.2829498,log,sing,19,,,0.0,6,1.0,30.0,12.0,19.0
1637296282.0,,,114.1285145,22.2821368,,,114.1285145,22.2821368,log,sing,19,,,0.0,6,1.0,31.0,12.0,19.0
1637296342.0,,,114.1292576,22.2823689,,,114.1292576,22.2823689,log,sing,19,,,0.0,6,1.0,32.0,12.0,19.0
1637296402.0,,,114.1292576,22.2823689,,,114.1292576,22.2823689,log,sing,19,,,0.0,6,1.0,33.0,12.0,19.0
1637296462.0,,,114.1292576,22.2823689,,,114.1292576,22.2823689,log,sing,19,,,0.0,6,1.0,34.0,12.0,19.0
1637296523.0,,,114.1292576,22.2823689,,,114.1292576,22.2823689,log,sing,19,,,0.0,6,1.0,35.0,12.0,19.0
1637296583.0,,,114.1292576,22.2823689,,,114.1292576,22.2823689,log,sing,19,114.129452968714,22.282355397402668,1.0,7,1.0,36.0,12.0,19.0
1637296643.0,,,114.1292576,22.2823689,,,114.1292576,22.2823689,log,sing,19,114.129452968714,22.282355397402668,1.0,7,1.0,37.0,12.0,19.0
1637296703.0,,,114.1292576,22.2823689,,,114.1292576,22.2823689,log,sing,19,114.129452968714,22.282355397402668,1.0,7,1.0,38.0,12.0,19.0
1637296764.0,,,114.1292576,22.2823689,,,114.1292576,22.2823689,log,sing,19,114.129452968714,22.282355397402668,1.0,7,1.0,39.0,12.0,19.0
1637296824.0,,,114.1292576,22.2823689,,,114.1292576,22.2823689,log,sing,19,114.129452968714,22.282355397402668,1.0,7,1.0,40.0,12.0,19.0
1637296884.0,,,114.1292576,22.2823689,,,114.1292576,22.2823689,log,sing,19,114.129452968714,22.282355397402668,1.0,7,1.0,41.0,12.0,19.0
1637296944.0,,,114.1292576,22.2823689,,,114.1292576,22.2823689,log,sing,19,114.129452968714,22.282355397402668,1.0,7,1.0,42.0,12.0,19.0
1637297012.5,,,114.1292576,22.2823689,,,114.1292576,22.2823689,log,sing,19,114.129452968714,22.282355397402668,1.0,7,1.0,43.0,12.0,19.0
1637297079.0,,,114.1292576,22.2823689,,,114.1292576,22.2823689,log,sing,19,114.129452968714,22.282355397402668,1.0,7,1.0,44.0,12.0,19.0
